Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HST,AST,data_origin
05/08/2024,Arsenal,Burnley,2,0,H,5,4,synthetic_demo
06/08/2024,Brentford,Chelsea,1,1,D,2,6,synthetic_demo
07/08/2024,Everton,Man City,1,1,D,2,13,synthetic_demo
07/08/2024,Wolves,Leeds,2,0,H,5,1,synthetic_demo
08/08/2024,Liverpool,Brentford,2,0,H,11,6,synthetic_demo
09/08/2024,West Ham,Brentford,0,1,A,4,1,synthetic_demo
09/08/2024,Bournemouth,Fulham,0,1,A,3,2,synthetic_demo
10/08/2024,Arsenal,Man United,0,0,D,6,4,synthetic_demo
11/08/2024,Man United,Tottenham,0,1,A,2,5,synthetic_demo
12/08/2024,Brighton,Chelsea,1,0,H,8,5,synthetic_demo
12/08/2024,Man United,Crystal Palace,1,0,H,6,0,synthetic_demo
13/08/2024,Tottenham,Wolves,2,0,H,5,3,synthetic_demo
14/08/2024,Bournemouth,Aston Villa,2,0,H,4,1,synthetic_demo
14/08/2024,Everton,Brighton,1,2,A,5,4,synthetic_demo
15/08/2024,Burnley,Everton,0,2,A,2,3,synthetic_demo
16/08/2024,Everton,West Ham,4,3,H,5,7,synthetic_demo
17/08/2024,Leeds,Wolves,1,3,A,3,5,synthetic_demo
17/08/2024,Sunderland,Man City,0,4,A,1,7,synthetic_demo
18/08/2024,Aston Villa,Bournemouth,3,1,H,7,6,synthetic_demo
19/08/2024,Liverpool,Arsenal,1,2,A,8,5,synthetic_demo
19/08/2024,Sunderland,Brentford,2,2,D,3,4,synthetic_demo
20/08/2024,Man City,Liverpool,1,2,A,9,5,synthetic_demo
21/08/2024,Crystal Palace,Wolves,2,2,D,7,4,synthetic_demo
22/08/2024,Brighton,Crystal Palace,1,1,D,4,4,synthetic_demo
22/08/2024,Crystal Palace,West Ham,3,6,A,9,8,synthetic_demo
23/08/2024,Nott'm Forest,Liverpool,1,1,D,2,6,synthetic_demo
24/08/2024,Tottenham,Sunderland,2,1,H,3,2,synthetic_demo
24/08/2024,Burnley,Chelsea,1,2,A,5,6,synthetic_demo
25/08/2024,Brentford,Man City,0,2,A,0,6,synthetic_demo
26/08/2024,Newcastle,Burnley,5,0,H,6,3,synthetic_demo
27/08/2024,Fulham,Aston Villa,1,0,H,8,3,synthetic_demo
27/08/2024,Burnley,Liverpool,2,3,A,5,9,synthetic_demo
28/08/2024,Liverpool,Brighton,2,2,D,6,3,synthetic_demo
29/08/2024,Aston Villa,Man United,1,2,A,6,5,synthetic_demo
29/08/2024,Wolves,West Ham,2,0,H,5,1,synthetic_demo
30/08/2024,Arsenal,West Ham,4,0,H,6,5,synthetic_demo
31/08/2024,Burnley,Leeds,2,3,A,7,8,synthetic_demo
31/08/2024,Crystal Palace,Man City,1,0,H,4,6,synthetic_demo
01/09/2024,Sunderland,Tottenham,1,1,D,3,3,synthetic_demo
02/09/2024,Man United,Nott'm Forest,1,1,D,5,2,synthetic_demo
03/09/2024,Liverpool,Man City,1,0,H,2,2,synthetic_demo
03/09/2024,Everton,Arsenal,2,0,H,5,6,synthetic_demo
04/09/2024,Bournemouth,Tottenham,1,1,D,5,3,synthetic_demo
05/09/2024,Wolves,Newcastle,0,2,A,4,4,synthetic_demo
05/09/2024,Bournemouth,Man United,2,1,H,3,2,synthetic_demo
06/09/2024,Tottenham,Burnley,2,2,D,9,4,synthetic_demo
07/09/2024,Everton,Tottenham,0,2,A,1,4,synthetic_demo
08/09/2024,Chelsea,Leeds,2,1,H,5,8,synthetic_demo
08/09/2024,Crystal Palace,Brighton,1,1,D,3,1,synthetic_demo
09/09/2024,Man City,Chelsea,0,0,D,5,4,synthetic_demo
10/09/2024,Arsenal,Wolves,3,2,H,8,4,synthetic_demo
10/09/2024,Sunderland,Man United,0,1,A,2,7,synthetic_demo
11/09/2024,Leeds,Burnley,1,2,A,5,6,synthetic_demo
12/09/2024,Leeds,Chelsea,2,2,D,5,5,synthetic_demo
13/09/2024,Man United,Everton,0,1,A,4,3,synthetic_demo
13/09/2024,Tottenham,Nott'm Forest,1,0,H,5,2,synthetic_demo
14/09/2024,Aston Villa,Wolves,3,2,H,12,5,synthetic_demo
15/09/2024,Tottenham,Arsenal,1,3,A,6,9,synthetic_demo
15/09/2024,Fulham,West Ham,2,1,H,6,6,synthetic_demo
16/09/2024,Fulham,Tottenham,2,0,H,5,4,synthetic_demo
17/09/2024,Aston Villa,Crystal Palace,3,1,H,6,5,synthetic_demo
18/09/2024,Newcastle,Sunderland,5,3,H,11,5,synthetic_demo
18/09/2024,Burnley,Fulham,2,1,H,7,4,synthetic_demo
19/09/2024,Sunderland,Wolves,2,0,H,3,3,synthetic_demo
20/09/2024,Crystal Palace,Bournemouth,2,0,H,3,3,synthetic_demo
20/09/2024,Leeds,Man City,0,2,A,1,8,synthetic_demo
21/09/2024,Man United,Fulham,1,0,H,3,3,synthetic_demo
22/09/2024,Sunderland,Crystal Palace,2,1,H,4,3,synthetic_demo
23/09/2024,West Ham,Liverpool,3,0,H,6,6,synthetic_demo
23/09/2024,Bournemouth,Liverpool,2,1,H,2,2,synthetic_demo
24/09/2024,Everton,Bournemouth,6,0,H,8,4,synthetic_demo
25/09/2024,Nott'm Forest,West Ham,2,2,D,8,7,synthetic_demo
25/09/2024,Tottenham,Everton,0,1,A,5,4,synthetic_demo
26/09/2024,Man City,Burnley,4,1,H,9,2,synthetic_demo
27/09/2024,Arsenal,Nott'm Forest,2,1,H,7,1,synthetic_demo
27/09/2024,Everton,Brentford,2,2,D,5,6,synthetic_demo
28/09/2024,Nott'm Forest,Bournemouth,0,3,A,5,3,synthetic_demo
29/09/2024,Tottenham,Crystal Palace,1,0,H,6,5,synthetic_demo
30/09/2024,Liverpool,Everton,0,1,A,2,4,synthetic_demo
30/09/2024,Brentford,Wolves,1,1,D,4,6,synthetic_demo
01/10/2024,Chelsea,Man United,3,0,H,4,3,synthetic_demo
02/10/2024,Man United,Arsenal,0,1,A,3,7,synthetic_demo
02/10/2024,Fulham,Nott'm Forest,1,1,D,6,8,synthetic_demo
03/10/2024,Man United,Chelsea,2,1,H,4,5,synthetic_demo
04/10/2024,Brighton,Wolves,3,2,H,7,5,synthetic_demo
05/10/2024,Nott'm Forest,Wolves,2,0,H,5,1,synthetic_demo
05/10/2024,Fulham,Bournemouth,3,0,H,5,7,synthetic_demo
06/10/2024,Aston Villa,Leeds,3,2,H,5,5,synthetic_demo
07/10/2024,Man City,Sunderland,2,2,D,6,5,synthetic_demo
07/10/2024,Bournemouth,Arsenal,0,2,A,2,7,synthetic_demo
08/10/2024,Nott'm Forest,Crystal Palace,1,0,H,6,4,synthetic_demo
09/10/2024,Brighton,Everton,2,1,H,4,4,synthetic_demo
10/10/2024,Brentford,Nott'm Forest,2,3,A,4,4,synthetic_demo
10/10/2024,Brentford,Bournemouth,0,1,A,3,2,synthetic_demo
11/10/2024,Newcastle,Everton,4,1,H,8,2,synthetic_demo
12/10/2024,Everton,Newcastle,2,0,H,5,3,synthetic_demo
12/10/2024,Brighton,Tottenham,2,0,H,2,3,synthetic_demo
13/10/2024,Bournemouth,Man City,1,2,A,5,2,synthetic_demo
14/10/2024,Arsenal,Bournemouth,2,0,H,3,5,synthetic_demo
15/10/2024,Everton,Crystal Palace,4,0,H,9,1,synthetic_demo
15/10/2024,Newcastle,West Ham,2,0,H,5,1,synthetic_demo
16/10/2024,Nott'm Forest,Fulham,1,1,D,6,4,synthetic_demo
17/10/2024,Liverpool,Chelsea,1,1,D,1,4,synthetic_demo
17/10/2024,Man City,Aston Villa,4,2,H,7,3,synthetic_demo
18/10/2024,Man United,Brentford,1,1,D,9,5,synthetic_demo
19/10/2024,West Ham,Man City,2,2,D,3,4,synthetic_demo
20/10/2024,Man City,Fulham,2,2,D,5,7,synthetic_demo
20/10/2024,West Ham,Fulham,0,1,A,2,5,synthetic_demo
21/10/2024,West Ham,Newcastle,3,1,H,4,3,synthetic_demo
22/10/2024,Man City,Man United,2,0,H,4,5,synthetic_demo
22/10/2024,Nott'm Forest,Man United,1,1,D,3,5,synthetic_demo
23/10/2024,Crystal Palace,Nott'm Forest,1,1,D,4,4,synthetic_demo
24/10/2024,Man United,Leeds,2,2,D,5,5,synthetic_demo
24/10/2024,Man United,West Ham,1,2,A,4,5,synthetic_demo
25/10/2024,Brighton,Nott'm Forest,1,1,D,5,4,synthetic_demo
26/10/2024,Wolves,Arsenal,1,1,D,2,6,synthetic_demo
27/10/2024,West Ham,Sunderland,4,0,H,7,3,synthetic_demo
27/10/2024,Aston Villa,West Ham,3,0,H,6,3,synthetic_demo
28/10/2024,Man City,Nott'm Forest,0,0,D,2,2,synthetic_demo
29/10/2024,Liverpool,Newcastle,1,3,A,4,6,synthetic_demo
29/10/2024,Chelsea,Newcastle,2,1,H,6,5,synthetic_demo
30/10/2024,Sunderland,Bournemouth,1,2,A,4,5,synthetic_demo
31/10/2024,Sunderland,Brighton,0,0,D,1,3,synthetic_demo
01/11/2024,Newcastle,Wolves,1,1,D,7,2,synthetic_demo
01/11/2024,Fulham,Wolves,4,3,H,9,8,synthetic_demo
02/11/2024,West Ham,Nott'm Forest,1,0,H,5,3,synthetic_demo
03/11/2024,Crystal Palace,Burnley,2,0,H,3,1,synthetic_demo
03/11/2024,West Ham,Wolves,1,0,H,5,2,synthetic_demo
04/11/2024,Man United,Burnley,3,1,H,9,3,synthetic_demo
05/11/2024,Liverpool,West Ham,0,0,D,10,0,synthetic_demo
06/11/2024,Leeds,Liverpool,1,1,D,9,5,synthetic_demo
06/11/2024,Wolves,Man United,1,0,H,6,2,synthetic_demo
07/11/2024,Burnley,Tottenham,2,2,D,4,8,synthetic_demo
08/11/2024,Arsenal,Everton,2,0,H,7,4,synthetic_demo
08/11/2024,Burnley,Sunderland,1,1,D,5,4,synthetic_demo
09/11/2024,Burnley,Man United,0,1,A,4,4,synthetic_demo
10/11/2024,Wolves,Brentford,1,0,H,3,2,synthetic_demo
11/11/2024,Chelsea,Crystal Palace,3,1,H,8,7,synthetic_demo
11/11/2024,Brentford,West Ham,1,1,D,6,4,synthetic_demo
12/11/2024,Man City,Tottenham,1,2,A,5,7,synthetic_demo
13/11/2024,Wolves,Liverpool,0,2,A,2,5,synthetic_demo
13/11/2024,Newcastle,Tottenham,3,2,H,9,4,synthetic_demo
14/11/2024,Leeds,Sunderland,0,1,A,3,1,synthetic_demo
15/11/2024,Leeds,Brentford,1,3,A,4,6,synthetic_demo
16/11/2024,Leeds,Tottenham,2,2,D,3,10,synthetic_demo
16/11/2024,Everton,Fulham,1,1,D,5,7,synthetic_demo
17/11/2024,Man United,Bournemouth,1,1,D,4,3,synthetic_demo
18/11/2024,Sunderland,Leeds,0,0,D,4,3,synthetic_demo
18/11/2024,Newcastle,Man United,2,3,A,10,5,synthetic_demo
19/11/2024,Brentford,Tottenham,0,6,A,6,9,synthetic_demo
20/11/2024,Man United,Aston Villa,0,1,A,1,5,synthetic_demo
20/11/2024,Crystal Palace,Arsenal,2,3,A,3,6,synthetic_demo
21/11/2024,Everton,Chelsea,0,2,A,5,7,synthetic_demo
22/11/2024,Wolves,Tottenham,0,1,A,2,5,synthetic_demo
23/11/2024,Chelsea,Brentford,2,1,H,5,4,synthetic_demo
23/11/2024,Brighton,Aston Villa,0,0,D,2,2,synthetic_demo
24/11/2024,Bournemouth,Brighton,2,1,H,7,5,synthetic_demo
25/11/2024,Aston Villa,Tottenham,0,4,A,4,8,synthetic_demo
25/11/2024,Newcastle,Brentford,1,0,H,6,3,synthetic_demo
26/11/2024,West Ham,Man United,1,4,A,2,5,synthetic_demo
27/11/2024,Brentford,Sunderland,2,0,H,5,1,synthetic_demo
28/11/2024,Brighton,Man City,2,0,H,5,5,synthetic_demo
28/11/2024,Nott'm Forest,Brentford,1,1,D,7,4,synthetic_demo
29/11/2024,Brentford,Leeds,4,2,H,4,11,synthetic_demo
30/11/2024,Wolves,Crystal Palace,0,3,A,4,8,synthetic_demo
30/11/2024,Man City,Newcastle,1,0,H,3,3,synthetic_demo
01/12/2024,Arsenal,Aston Villa,1,0,H,5,2,synthetic_demo
02/12/2024,Arsenal,Chelsea,1,2,A,5,5,synthetic_demo
03/12/2024,Burnley,Bournemouth,1,1,D,6,3,synthetic_demo
03/12/2024,Aston Villa,Nott'm Forest,1,1,D,6,2,synthetic_demo
04/12/2024,Aston Villa,Brighton,1,1,D,7,5,synthetic_demo
05/12/2024,Crystal Palace,Newcastle,0,1,A,3,4,synthetic_demo
05/12/2024,Leeds,Newcastle,0,0,D,4,2,synthetic_demo
06/12/2024,Everton,Leeds,2,1,H,7,3,synthetic_demo
07/12/2024,Aston Villa,Fulham,3,0,H,6,2,synthetic_demo
08/12/2024,Leeds,Arsenal,1,2,A,6,5,synthetic_demo
08/12/2024,Brighton,Arsenal,0,1,A,4,5,synthetic_demo
09/12/2024,Nott'm Forest,Tottenham,2,2,D,6,3,synthetic_demo
10/12/2024,Newcastle,Chelsea,0,0,D,1,2,synthetic_demo
10/12/2024,Burnley,Brighton,1,2,A,1,6,synthetic_demo
11/12/2024,Nott'm Forest,Burnley,0,1,A,4,4,synthetic_demo
12/12/2024,Chelsea,Arsenal,1,2,A,4,9,synthetic_demo
13/12/2024,Newcastle,Aston Villa,0,0,D,3,4,synthetic_demo
13/12/2024,Chelsea,Aston Villa,0,1,A,4,4,synthetic_demo
14/12/2024,Brentford,Man United,3,2,H,8,4,synthetic_demo
15/12/2024,Brentford,Fulham,0,2,A,1,4,synthetic_demo
15/12/2024,Nott'm Forest,Everton,6,2,H,10,3,synthetic_demo
16/12/2024,Leeds,Man United,2,3,A,6,8,synthetic_demo
17/12/2024,Wolves,Fulham,1,1,D,3,4,synthetic_demo
17/12/2024,Crystal Palace,Chelsea,3,2,H,9,7,synthetic_demo
18/12/2024,Tottenham,Aston Villa,2,1,H,5,3,synthetic_demo
19/12/2024,Chelsea,Man City,0,2,A,2,8,synthetic_demo
20/12/2024,Crystal Palace,Fulham,3,1,H,6,6,synthetic_demo
20/12/2024,Everton,Aston Villa,1,1,D,1,6,synthetic_demo
21/12/2024,Tottenham,Brentford,2,2,D,5,4,synthetic_demo
22/12/2024,Fulham,Brighton,2,0,H,3,0,synthetic_demo
22/12/2024,Arsenal,Leeds,1,0,H,2,1,synthetic_demo
23/12/2024,Bournemouth,Crystal Palace,1,2,A,4,10,synthetic_demo
24/12/2024,Man City,Bournemouth,1,1,D,4,4,synthetic_demo
25/12/2024,Liverpool,Burnley,1,1,D,5,5,synthetic_demo
25/12/2024,Fulham,Chelsea,0,1,A,4,5,synthetic_demo
26/12/2024,Sunderland,Arsenal,3,1,H,4,5,synthetic_demo
27/12/2024,Arsenal,Brentford,5,2,H,11,5,synthetic_demo
27/12/2024,Sunderland,Newcastle,1,0,H,3,5,synthetic_demo
28/12/2024,Tottenham,Man United,1,2,A,3,6,synthetic_demo
29/12/2024,Brentford,Crystal Palace,0,1,A,3,6,synthetic_demo
30/12/2024,Sunderland,Chelsea,2,3,A,5,6,synthetic_demo
30/12/2024,Leeds,Fulham,1,2,A,4,6,synthetic_demo
31/12/2024,Everton,Liverpool,0,2,A,2,2,synthetic_demo
01/01/2025,Man City,Everton,2,1,H,9,3,synthetic_demo
01/01/2025,Wolves,Sunderland,0,0,D,3,1,synthetic_demo
02/01/2025,Brentford,Brighton,1,4,A,5,7,synthetic_demo
03/01/2025,Chelsea,Burnley,0,0,D,3,5,synthetic_demo
04/01/2025,Brighton,Sunderland,3,2,H,7,5,synthetic_demo
04/01/2025,Burnley,Crystal Palace,3,0,H,4,1,synthetic_demo
05/01/2025,Nott'm Forest,Aston Villa,2,1,H,7,6,synthetic_demo
06/01/2025,Aston Villa,Burnley,2,2,D,6,3,synthetic_demo
06/01/2025,Burnley,Wolves,0,1,A,2,2,synthetic_demo
07/01/2025,Newcastle,Arsenal,0,1,A,4,6,synthetic_demo
08/01/2025,Man United,Sunderland,2,1,H,8,4,synthetic_demo
09/01/2025,Leeds,Everton,0,0,D,1,4,synthetic_demo
09/01/2025,West Ham,Brighton,1,0,H,3,2,synthetic_demo
10/01/2025,Brentford,Aston Villa,0,3,A,6,7,synthetic_demo
11/01/2025,Newcastle,Bournemouth,1,0,H,7,1,synthetic_demo
11/01/2025,Aston Villa,Man City,2,0,H,5,6,synthetic_demo
12/01/2025,Everton,Nott'm Forest,0,1,A,1,3,synthetic_demo
13/01/2025,Burnley,Arsenal,1,2,A,1,2,synthetic_demo
13/01/2025,Arsenal,Crystal Palace,2,0,H,6,5,synthetic_demo
14/01/2025,Brentford,Arsenal,1,3,A,4,7,synthetic_demo
15/01/2025,Everton,Man United,0,2,A,1,8,synthetic_demo
16/01/2025,Brentford,Newcastle,0,0,D,8,5,synthetic_demo
16/01/2025,West Ham,Chelsea,0,2,A,3,4,synthetic_demo
17/01/2025,Wolves,Chelsea,1,1,D,6,10,synthetic_demo
18/01/2025,Wolves,Man City,0,2,A,2,7,synthetic_demo
18/01/2025,Aston Villa,Newcastle,1,2,A,5,2,synthetic_demo
19/01/2025,Man City,Brentford,1,0,H,4,4,synthetic_demo
20/01/2025,Arsenal,Fulham,2,0,H,4,3,synthetic_demo
21/01/2025,Liverpool,Nott'm Forest,1,0,H,4,5,synthetic_demo
21/01/2025,Nott'm Forest,Man City,3,3,D,9,9,synthetic_demo
22/01/2025,Brighton,Liverpool,1,2,A,2,10,synthetic_demo
23/01/2025,Wolves,Bournemouth,2,1,H,6,9,synthetic_demo
23/01/2025,West Ham,Bournemouth,3,0,H,8,3,synthetic_demo
24/01/2025,Nott'm Forest,Brighton,1,2,A,9,2,synthetic_demo
25/01/2025,Aston Villa,Arsenal,1,1,D,2,7,synthetic_demo
26/01/2025,Bournemouth,Leeds,0,1,A,7,1,synthetic_demo
26/01/2025,Bournemouth,Sunderland,2,1,H,5,4,synthetic_demo
27/01/2025,Fulham,Newcastle,1,1,D,5,1,synthetic_demo
28/01/2025,Liverpool,Fulham,0,0,D,3,0,synthetic_demo
28/01/2025,Bournemouth,West Ham,1,1,D,4,5,synthetic_demo
29/01/2025,Man City,Wolves,0,2,A,2,10,synthetic_demo
30/01/2025,Crystal Palace,Sunderland,1,2,A,5,4,synthetic_demo
31/01/2025,Leeds,Brighton,0,0,D,4,1,synthetic_demo
31/01/2025,Crystal Palace,Brentford,0,3,A,5,9,synthetic_demo
01/02/2025,Everton,Wolves,1,2,A,1,5,synthetic_demo
02/02/2025,Everton,Sunderland,1,2,A,4,7,synthetic_demo
02/02/2025,Man City,West Ham,4,0,H,9,1,synthetic_demo
03/02/2025,Bournemouth,Newcastle,2,1,H,3,5,synthetic_demo
04/02/2025,Liverpool,Aston Villa,0,1,A,8,5,synthetic_demo
05/02/2025,Aston Villa,Sunderland,2,0,H,9,4,synthetic_demo
05/02/2025,Brighton,Burnley,2,2,D,4,2,synthetic_demo
06/02/2025,Bournemouth,Brentford,0,0,D,2,5,synthetic_demo
07/02/2025,Man United,Liverpool,1,2,A,4,5,synthetic_demo
07/02/2025,Everton,Burnley,3,0,H,6,3,synthetic_demo
08/02/2025,Newcastle,Brighton,1,1,D,7,5,synthetic_demo
09/02/2025,Nott'm Forest,Sunderland,2,1,H,5,6,synthetic_demo
09/02/2025,Nott'm Forest,Leeds,1,0,H,4,0,synthetic_demo
10/02/2025,Chelsea,Nott'm Forest,0,2,A,2,6,synthetic_demo
11/02/2025,Crystal Palace,Tottenham,1,3,A,4,4,synthetic_demo
12/02/2025,Arsenal,Man City,3,2,H,6,5,synthetic_demo
12/02/2025,Man United,Man City,0,2,A,2,6,synthetic_demo
13/02/2025,Wolves,Aston Villa,5,1,H,7,3,synthetic_demo
14/02/2025,West Ham,Burnley,0,0,D,2,1,synthetic_demo
14/02/2025,Sunderland,Nott'm Forest,1,2,A,4,8,synthetic_demo
15/02/2025,Brighton,Fulham,3,0,H,6,3,synthetic_demo
16/02/2025,Chelsea,Everton,1,2,A,2,2,synthetic_demo
17/02/2025,Arsenal,Liverpool,2,3,A,9,5,synthetic_demo
17/02/2025,Arsenal,Brighton,0,2,A,1,6,synthetic_demo
18/02/2025,Tottenham,Bournemouth,2,0,H,5,2,synthetic_demo
19/02/2025,Liverpool,Crystal Palace,3,0,H,7,4,synthetic_demo
19/02/2025,Bournemouth,Wolves,2,1,H,4,7,synthetic_demo
20/02/2025,Chelsea,Tottenham,1,0,H,5,5,synthetic_demo
21/02/2025,Tottenham,Chelsea,1,1,D,3,6,synthetic_demo
22/02/2025,Fulham,Arsenal,1,2,A,1,7,synthetic_demo
22/02/2025,Arsenal,Sunderland,3,0,H,6,3,synthetic_demo
23/02/2025,Man United,Newcastle,0,1,A,5,6,synthetic_demo
24/02/2025,Brentford,Burnley,3,0,H,4,1,synthetic_demo
24/02/2025,Sunderland,Everton,2,0,H,4,3,synthetic_demo
25/02/2025,Leeds,Bournemouth,0,0,D,4,3,synthetic_demo
26/02/2025,Nott'm Forest,Newcastle,1,1,D,5,4,synthetic_demo
27/02/2025,Chelsea,Wolves,1,1,D,5,6,synthetic_demo
27/02/2025,Brentford,Everton,0,1,A,4,8,synthetic_demo
28/02/2025,Man City,Arsenal,1,0,H,12,4,synthetic_demo
01/03/2025,Newcastle,Leeds,2,2,D,8,5,synthetic_demo
01/03/2025,Sunderland,Fulham,3,1,H,4,3,synthetic_demo
02/03/2025,Newcastle,Crystal Palace,1,0,H,5,4,synthetic_demo
03/03/2025,Brighton,West Ham,1,1,D,5,3,synthetic_demo
04/03/2025,Crystal Palace,Liverpool,1,1,D,2,4,synthetic_demo
04/03/2025,Bournemouth,Everton,3,2,H,7,5,synthetic_demo
05/03/2025,Sunderland,West Ham,0,1,A,3,1,synthetic_demo
06/03/2025,Fulham,Man City,2,3,A,6,4,synthetic_demo
06/03/2025,Liverpool,Sunderland,2,2,D,4,8,synthetic_demo
07/03/2025,Fulham,Burnley,2,1,H,5,5,synthetic_demo
08/03/2025,Chelsea,Brighton,2,1,H,8,2,synthetic_demo
08/03/2025,Aston Villa,Everton,1,1,D,4,4,synthetic_demo
09/03/2025,Wolves,Everton,0,1,A,5,4,synthetic_demo
10/03/2025,Chelsea,Sunderland,2,1,H,6,2,synthetic_demo
11/03/2025,Nott'm Forest,Chelsea,1,1,D,4,3,synthetic_demo
11/03/2025,Crystal Palace,Leeds,2,1,H,7,1,synthetic_demo
12/03/2025,Burnley,Brentford,0,1,A,3,4,synthetic_demo
13/03/2025,Sunderland,Liverpool,0,2,A,0,6,synthetic_demo
13/03/2025,Man United,Wolves,3,0,H,7,1,synthetic_demo
14/03/2025,Tottenham,Man City,1,0,H,2,8,synthetic_demo
15/03/2025,Burnley,Aston Villa,1,1,D,4,4,synthetic_demo
16/03/2025,West Ham,Arsenal,4,1,H,5,6,synthetic_demo
16/03/2025,Liverpool,Leeds,0,1,A,1,3,synthetic_demo
17/03/2025,Bournemouth,Chelsea,2,0,H,9,4,synthetic_demo
18/03/2025,Newcastle,Fulham,2,1,H,7,6,synthetic_demo
18/03/2025,Man City,Leeds,1,3,A,6,8,synthetic_demo
19/03/2025,Man City,Crystal Palace,0,1,A,7,5,synthetic_demo
20/03/2025,Sunderland,Aston Villa,2,4,A,9,7,synthetic_demo
21/03/2025,Brighton,Leeds,1,1,D,6,3,synthetic_demo
21/03/2025,Crystal Palace,Man United,0,1,A,4,1,synthetic_demo
22/03/2025,Liverpool,Man United,0,1,A,4,5,synthetic_demo
23/03/2025,Tottenham,Brighton,0,0,D,2,2,synthetic_demo
23/03/2025,Chelsea,West Ham,1,0,H,4,1,synthetic_demo
24/03/2025,Crystal Palace,Everton,2,1,H,5,2,synthetic_demo
25/03/2025,Newcastle,Nott'm Forest,3,2,H,7,4,synthetic_demo
26/03/2025,Burnley,West Ham,0,1,A,5,7,synthetic_demo
26/03/2025,Brighton,Brentford,3,0,H,5,2,synthetic_demo
27/03/2025,Liverpool,Bournemouth,1,0,H,9,3,synthetic_demo
28/03/2025,Crystal Palace,Aston Villa,0,0,D,4,3,synthetic_demo
28/03/2025,Wolves,Burnley,1,0,H,4,2,synthetic_demo
29/03/2025,Newcastle,Man City,0,3,A,6,4,synthetic_demo
30/03/2025,Aston Villa,Chelsea,2,0,H,5,3,synthetic_demo
31/03/2025,West Ham,Leeds,1,0,H,6,0,synthetic_demo
31/03/2025,Fulham,Man United,0,2,A,7,8,synthetic_demo
01/04/2025,Liverpool,Tottenham,2,1,H,6,5,synthetic_demo
02/04/2025,Tottenham,Liverpool,1,0,H,5,6,synthetic_demo
02/04/2025,Tottenham,Newcastle,3,0,H,7,9,synthetic_demo
03/04/2025,Sunderland,Burnley,1,0,H,5,2,synthetic_demo
04/04/2025,Tottenham,Leeds,3,3,D,5,6,synthetic_demo
04/04/2025,Brighton,Newcastle,0,2,A,1,6,synthetic_demo
05/04/2025,West Ham,Everton,4,1,H,7,5,synthetic_demo
06/04/2025,Arsenal,Tottenham,1,1,D,3,2,synthetic_demo
07/04/2025,Burnley,Newcastle,2,2,D,5,5,synthetic_demo
07/04/2025,Aston Villa,Liverpool,0,2,A,7,6,synthetic_demo
08/04/2025,Burnley,Man City,1,0,H,3,3,synthetic_demo
09/04/2025,Man City,Brighton,0,1,A,2,1,synthetic_demo
09/04/2025,Wolves,Nott'm Forest,1,2,A,8,6,synthetic_demo
10/04/2025,West Ham,Tottenham,0,3,A,2,9,synthetic_demo
11/04/2025,Leeds,Nott'm Forest,2,0,H,7,3,synthetic_demo
12/04/2025,Burnley,Nott'm Forest,0,0,D,6,3,synthetic_demo
12/04/2025,Bournemouth,Nott'm Forest,0,2,A,4,5,synthetic_demo
13/04/2025,Fulham,Leeds,2,2,D,4,3,synthetic_demo
14/04/2025,Arsenal,Newcastle,3,1,H,7,6,synthetic_demo
14/04/2025,Brentford,Liverpool,0,2,A,7,8,synthetic_demo
15/04/2025,Bournemouth,Burnley,2,2,D,5,4,synthetic_demo
16/04/2025,Man United,Brighton,0,1,A,5,6,synthetic_demo
17/04/2025,Nott'm Forest,Arsenal,1,2,A,2,5,synthetic_demo
17/04/2025,Brighton,Bournemouth,3,1,H,7,3,synthetic_demo
18/04/2025,Brighton,Man United,1,2,A,3,9,synthetic_demo
19/04/2025,Chelsea,Liverpool,4,2,H,11,6,synthetic_demo
19/04/2025,Liverpool,Wolves,0,3,A,4,6,synthetic_demo
20/04/2025,Chelsea,Bournemouth,6,0,H,12,2,synthetic_demo
21/04/2025,Chelsea,Fulham,0,1,A,6,4,synthetic_demo
22/04/2025,Newcastle,Liverpool,2,0,H,8,2,synthetic_demo
22/04/2025,Leeds,Crystal Palace,1,0,H,2,2,synthetic_demo
23/04/2025,Wolves,Brighton,0,2,A,3,7,synthetic_demo
24/04/2025,West Ham,Crystal Palace,1,1,D,4,3,synthetic_demo
24/04/2025,Tottenham,West Ham,3,2,H,5,4,synthetic_demo
25/04/2025,West Ham,Aston Villa,2,1,H,6,2,synthetic_demo
26/04/2025,Leeds,Aston Villa,0,1,A,0,6,synthetic_demo
31/07/2025,Everton,Bournemouth,0,0,D,0,5,synthetic_demo
31/07/2025,Newcastle,Chelsea,0,0,D,3,2,synthetic_demo
01/08/2025,Fulham,Man City,0,0,D,2,6,synthetic_demo
02/08/2025,Wolves,West Ham,1,1,D,6,5,synthetic_demo
02/08/2025,Newcastle,Man City,0,1,A,3,5,synthetic_demo
03/08/2025,Newcastle,Burnley,2,2,D,5,7,synthetic_demo
04/08/2025,Man City,Arsenal,1,2,A,4,5,synthetic_demo
04/08/2025,Man City,Tottenham,1,0,H,5,4,synthetic_demo
05/08/2025,Liverpool,Wolves,3,2,H,9,7,synthetic_demo
06/08/2025,Nott'm Forest,Sunderland,1,4,A,5,10,synthetic_demo
07/08/2025,Arsenal,Man City,0,0,D,3,2,synthetic_demo
